gene_id_(GENCODE vM10)	gene_short_name	locus	DRG_normal_input1_TPM	DRG_normal_input2_TPM	DRG_normal_input3_TPM	DRG_normal_input4_TPM	DRG_normal_TRAP1 _TPM	DRG_normal_TRAP2_TPM	DRG_normal_TRAP3_TPM	DRG_normal_TRAP4_TPM	DRG_CIPN_input5_TPM	DRG_CIPN_input6_TPM	DRG_CIPN_input7_subsample1_TPM	DRG_CIPN_input7_subsample2_TPM	MERGED_DRG_CIPN_input7_TPM	DRG_CIPN_input8_TPM	DRG_CIPN_TRAP5_TPM	DRG_CIPN_TRAP6_TPM	DRG_CIPN_TRAP7_subsample1_TPM	DRG_CIPN_TRAP7_subsample2_TPM	MERGED_DRG_CIPN_TRAP7_TPM	DRG_CIPN_TRAP8_TPM
ENSMUSG00000020436.17	Gabrg2	chr11:41710341-42000857	37.64	34.36	44.41	27.43	14.42	19.83	24.13	20.59	49.85	45.75	54.93	66.73	62.39	58.14	20.70	53.86	29.44	40.92	37.96	40.37
ENSMUSG00000020437.12	Myo1g	chr11:6506547-6520965	0.56	0.31	1.24	0.47	0.00	0.00	0.15	0.00	0.41	0.81	0.00	0.63	0.40	0.92	0.00	0.03	0.00	0.00	0.00	0.19
ENSMUSG00000020439.17	Smtn	chr11:3517522-3540612	24.98	12.55	16.92	32.82	14.57	0.97	10.64	13.73	20.53	15.84	26.13	16.88	20.28	20.04	0.07	2.57	36.84	0.00	9.50	8.32
ENSMUSG00000020440.13	Arf5	chr6:28416090-28438622	291.71	328.70	247.27	202.53	746.05	569.15	355.22	266.90	226.69	281.71	131.72	153.47	145.47	212.36	312.72	296.15	254.25	230.22	236.42	232.98
ENSMUSG00000020441.6	2310033P09Rik	chr11:59208245-59210738	17.11	21.57	24.93	26.25	20.10	33.62	32.44	46.38	17.26	15.28	25.33	25.47	25.42	22.49	22.80	44.17	0.19	25.56	19.02	36.88
ENSMUSG00000020444.19	Guk1	chr11:59183874-59192212	152.57	174.31	152.65	179.32	205.13	193.21	210.57	249.65	105.53	102.42	122.12	132.84	128.90	131.58	239.73	228.25	101.15	210.47	182.30	191.00
ENSMUSG00000020447.5	Npc1l1	chr11:6211012-6230143	0.70	0.00	0.41	0.00	0.05	0.04	0.00	0.00	0.20	0.08	0.27	1.09	0.79	0.15	0.00	0.00	50.53	0.00	13.02	0.00
ENSMUSG00000020448.16	Rnf185	chr11:3415981-3452363	13.98	9.18	8.56	10.08	15.66	2.09	1.39	6.70	9.60	9.30	8.67	10.63	9.91	8.72	13.76	0.06	0.00	1.83	1.36	4.73
ENSMUSG00000020451.17	Limk2	chr11:3344255-3409189	96.42	93.51	116.31	127.29	213.66	157.09	112.77	109.34	138.94	147.04	101.72	156.75	136.52	128.82	150.30	168.58	143.44	114.20	121.73	124.34
ENSMUSG00000020453.17	Patz1	chr11:3288873-3342971	23.40	22.15	24.68	14.25	7.88	1.33	7.93	9.56	27.23	26.07	16.88	17.29	17.14	11.22	17.49	4.82	21.11	19.09	19.61	2.79
ENSMUSG00000020454.17	Eif4enif1	chr11:3131849-3266415	71.45	52.01	71.63	80.87	42.60	39.51	55.64	83.38	60.58	60.79	62.13	64.70	63.75	74.81	29.81	40.96	4.87	61.42	46.84	78.67
ENSMUSG00000020455.16	Trim11	chr11:58978092-58991458	21.50	26.75	23.28	39.15	0.35	6.64	9.30	12.22	34.22	37.10	42.93	43.29	43.16	28.76	25.22	48.21	91.40	41.08	54.05	34.89
ENSMUSG00000020456.17	Ogdh	chr11:6291632-6356642	84.53	69.04	88.48	82.28	23.90	20.47	124.81	66.98	75.60	82.69	71.99	43.76	54.14	40.54	60.47	67.16	73.78	32.45	43.10	63.16
ENSMUSG00000020457.13	Drg1	chr11:3131849-3266415	25.18	33.81	31.70	20.39	40.86	41.94	57.70	41.86	32.18	30.72	23.86	24.69	24.39	22.94	37.80	48.51	83.25	38.59	50.10	31.01
ENSMUSG00000020458.16	Rtn4	chr11:29692946-30026033	600.18	903.43	645.94	467.18	309.94	422.43	483.18	464.64	678.13	611.35	642.60	658.41	652.60	646.87	643.85	662.72	665.33	640.05	646.56	606.94
ENSMUSG00000020459.14	Mtif2	chr11:29526407-29545279	38.68	35.62	37.78	50.63	17.66	44.81	22.06	53.92	48.53	45.11	44.40	28.44	34.31	27.69	26.67	29.53	2.16	21.41	16.45	29.12
ENSMUSG00000020460.15	Rps27a	chr11:29545845-29578367	183.04	434.06	210.59	254.34	585.46	660.44	413.85	749.96	259.79	251.39	283.30	388.67	349.93	321.75	514.71	482.77	558.46	550.17	552.30	604.86
ENSMUSG00000020461.10	Clhc1	chr11:29545845-29578367	0.07	0.00	0.41	0.23	0.00	0.04	0.00	0.00	0.31	0.08	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.19
ENSMUSG00000020462.14	Cfap36	chr11:29221531-29247409	62.96	92.10	73.42	79.23	124.96	134.31	125.38	153.21	109.11	100.56	146.78	94.55	113.76	76.50	143.94	75.23	131.25	55.27	74.85	122.73
ENSMUSG00000020463.15	Smek2	chr11:29170908-29220797	68.60	39.77	56.43	54.85	9.13	10.77	29.24	30.47	72.94	64.67	60.79	47.67	52.49	40.39	24.18	15.31	0.19	24.15	17.98	34.13
ENSMUSG00000020464.15	Pnpt1	chr11:29130743-29161828	31.24	15.06	26.25	16.64	0.40	6.19	16.94	17.08	17.98	22.96	11.73	19.85	16.86	21.57	17.43	13.18	0.09	31.37	23.31	16.83
ENSMUSG00000020467.15	Efemp1	chr11:28853203-28926743	49.26	21.65	31.70	40.08	16.66	13.46	6.97	24.78	37.59	38.88	48.79	60.95	56.48	53.55	4.85	0.06	0.09	5.31	3.97	10.02
ENSMUSG00000020469.8	Myl7	chr11:5896636-5898782	1.04	0.00	0.28	0.00	0.05	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66
ENSMUSG00000020471.11	Pold2	chr11:5872179-5878292	3.20	16.08	7.18	1.17	9.13	3.88	11.26	2.18	4.90	4.12	0.80	6.72	4.54	5.35	13.82	1.62	36.94	14.94	20.61	12.29
ENSMUSG00000020472.14	Zkscan17	chr11:59485519-59526751	1.81	0.63	2.56	0.23	0.00	0.34	0.00	0.00	3.98	3.96	2.67	3.13	2.96	1.84	0.07	0.00	0.00	0.00	0.00	0.66
ENSMUSG00000020473.13	Aebp1	chr11:5861946-5872088	8.91	4.94	9.53	10.78	17.61	7.05	6.04	0.50	14.30	14.79	20.26	17.66	18.62	15.30	0.07	11.65	0.28	3.90	2.97	3.21
ENSMUSG00000020474.11	Polm	chr11:5827859-5838016	1.04	2.82	4.01	0.47	0.00	0.04	0.52	0.00	2.35	2.51	4.00	3.75	3.84	1.53	0.00	0.06	0.00	0.00	0.00	3.21
ENSMUSG00000020475.3	Pgam2	chr11:5801639-5803733	8.70	28.79	9.12	2.81	18.66	65.65	2.63	2.68	12.67	17.30	8.67	8.75	8.72	7.34	6.42	3.91	0.00	0.08	0.06	4.25
ENSMUSG00000020476.14	Dbnl	chr11:5788487-5800962	107.42	115.01	99.67	98.92	163.88	115.22	127.65	63.46	87.35	89.48	74.53	96.43	88.37	104.34	84.32	79.81	12.37	113.29	87.28	118.48
ENSMUSG00000020477.10	Mrps24	chr11:5703982-5784710	25.60	54.91	32.95	17.11	63.80	40.71	43.81	21.10	29.42	27.97	47.46	60.79	55.89	70.07	43.44	54.23	60.19	178.10	147.71	109.78
ENSMUSG00000020481.15	Ankrd36	chr11:5569683-5689337	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020482.4	Ccdc117	chr11:5528886-5542187	8.91	19.69	15.20	23.68	5.29	0.67	16.32	17.58	18.59	22.31	13.33	35.63	27.43	38.40	24.11	17.67	0.00	12.20	9.06	23.73
ENSMUSG00000020483.14	Dynll2	chr11:87979524-87987533	1279.34	2159.09	1440.80	1086.26	3400.64	4090.26	3236.62	1448.68	1201.60	1295.44	701.66	977.54	876.10	983.16	2529.21	2476.44	1341.17	1952.01	1794.58	1699.78
ENSMUSG00000020484.18	Xbp1	chr11:5520658-5525893	86.82	75.55	93.80	76.65	30.23	27.70	52.95	28.80	116.05	116.00	140.52	106.43	118.96	108.63	74.69	26.26	65.62	72.37	70.63	60.70
ENSMUSG00000020485.14	Supt4a	chr11:87737551-87743623	6.26	16.32	9.67	5.16	8.13	5.00	12.40	6.36	20.13	14.39	25.33	38.60	33.72	28.46	18.61	4.65	26.62	32.87	31.26	20.42
ENSMUSG00000020486.18	Sept4	chr11:87566652-87590539	3.55	5.65	11.33	6.56	0.15	0.71	1.50	10.05	8.38	11.80	17.86	9.22	12.40	12.70	15.59	20.69	0.00	3.49	2.59	2.55
ENSMUSG00000020490.16	Btnl10	chr11:58917907-58927158	1.11	1.33	2.07	1.41	0.00	3.35	0.00	0.00	3.27	2.18	4.40	3.75	3.99	1.53	0.00	5.99	0.00	0.00	0.00	0.57
ENSMUSG00000020491.15	2810021J22Rik	chr11:58867215-58883288	0.70	2.04	0.76	0.70	0.00	0.07	0.15	2.51	2.55	1.05	1.33	0.31	0.69	1.68	5.63	0.00	0.00	0.00	0.00	2.74
ENSMUSG00000020492.11	Ska2	chr11:87109233-87126958	14.96	7.22	14.37	14.77	0.55	20.09	3.25	17.75	11.85	8.16	11.33	14.07	13.06	12.70	45.93	1.90	0.66	5.06	3.93	10.21
ENSMUSG00000020493.8	Prr11	chr11:87089152-87108708	2.43	0.78	1.38	1.88	0.65	0.11	0.83	0.00	3.78	2.18	5.60	7.97	7.10	1.84	0.07	0.12	0.28	1.49	1.18	0.57
ENSMUSG00000020495.13	Smg8	chr11:87077731-87086774	14.47	35.46	21.07	9.14	6.34	15.25	5.63	7.70	15.32	15.76	29.73	39.38	35.83	45.13	30.34	0.00	0.00	39.67	29.45	42.64
ENSMUSG00000020496.8	Rnf187	chr11:58932287-58938916	232.92	349.96	353.92	169.01	697.21	504.66	488.91	205.61	329.87	318.89	212.38	218.95	216.53	216.64	443.10	443.09	359.53	283.26	302.91	255.58
ENSMUSG00000020513.15	Tubd1	chr11:86544990-86567360	0.56	0.31	3.25	2.58	8.58	0.19	0.00	3.01	3.68	2.18	0.00	1.41	0.89	2.91	0.00	7.28	15.19	0.00	3.91	2.84
ENSMUSG00000020514.8	Mrpl22	chr11:58171660-58179565	17.67	13.34	22.93	8.91	16.46	36.12	15.65	8.37	16.14	10.99	14.80	27.66	22.93	24.79	45.93	6.11	45.09	35.44	37.93	28.37
ENSMUSG00000020515.13	Cnot8	chr11:58104152-58118594	103.59	73.98	74.39	78.76	149.31	124.36	73.20	49.23	62.01	65.31	82.12	41.73	56.58	49.72	45.99	76.82	36.37	37.76	37.40	34.23
ENSMUSG00000020516.15	Rps6kb1	chr11:86484656-86544805	57.40	39.15	57.60	71.73	41.51	20.91	19.58	49.06	73.35	62.65	67.19	57.82	61.27	63.95	27.85	25.46	30.84	48.55	43.99	52.00
ENSMUSG00000020519.5	Sap30l	chr11:57801636-57810217	74.58	194.01	102.57	70.09	189.07	119.96	142.17	70.16	143.53	120.20	72.93	78.92	76.72	91.80	250.54	218.17	172.78	189.56	185.23	173.22
ENSMUSG00000020520.14	Galnt10	chr11:57623697-57787514	5.98	8.24	10.15	8.91	4.24	20.73	6.04	5.53	10.93	12.45	10.53	15.00	13.36	12.39	18.67	29.25	0.94	22.74	17.12	8.13
ENSMUSG00000020521.7	Rnft1	chr11:86484656-86544805	9.74	4.00	6.63	3.05	0.05	4.96	0.00	1.67	8.89	6.47	11.33	8.91	9.80	6.58	0.00	0.03	0.00	0.00	0.00	4.25
ENSMUSG00000020522.13	Mfap3	chr11:57518663-57533815	16.14	9.26	16.02	20.63	23.55	1.79	1.65	21.10	21.25	20.61	28.13	18.60	22.10	22.64	6.29	14.46	24.47	21.41	22.20	16.07
ENSMUSG00000020523.14	Fam114a2	chr11:57482992-57518617	54.33	101.12	77.84	58.60	37.12	66.20	79.61	20.93	85.61	87.62	103.99	73.92	84.98	67.17	117.34	104.82	160.12	66.89	90.92	52.57
ENSMUSG00000020524.16	Gria1	chr11:57011386-57330244	14.19	38.28	17.82	29.77	14.97	2.91	27.90	42.19	27.89	28.13	25.20	29.54	27.94	22.49	38.72	29.83	58.22	27.64	35.52	32.05
ENSMUSG00000020525.17	Ppm1d	chr11:85311243-85347066	17.04	10.67	13.95	21.10	17.46	12.60	16.27	16.74	16.45	13.74	16.26	14.07	14.87	13.16	4.59	31.21	19.12	10.21	12.51	13.05
ENSMUSG00000020526.12	Znhit3	chr11:84876314-84916366	44.04	53.89	49.52	40.55	9.23	58.90	36.01	39.85	47.20	42.76	49.73	63.92	58.70	59.67	12.32	33.93	16.22	83.33	66.03	38.96
ENSMUSG00000020527.14	Myo19	chr11:84876314-84916366	0.28	0.00	0.83	0.00	0.00	0.04	0.00	0.00	1.02	0.40	0.93	0.63	0.74	0.61	0.00	0.00	0.00	0.17	0.12	0.00
ENSMUSG00000020528.14	Prpsap2	chr11:61729649-61762088	43.41	41.50	36.12	36.10	34.72	12.04	17.10	54.59	28.60	24.09	30.53	29.54	29.90	34.88	13.10	9.93	20.62	25.31	24.10	15.79
ENSMUSG00000020530.14	Ggnbp2	chr11:84832360-84870817	213.86	155.41	143.60	230.66	71.24	91.40	150.80	213.15	218.31	226.42	172.78	161.28	165.51	166.15	110.46	151.59	161.44	117.19	128.59	135.50
ENSMUSG00000020532.18	Acaca	chr11:84129671-84401651	40.42	35.07	47.52	43.13	75.43	40.11	57.55	66.47	54.35	43.25	59.99	63.29	62.08	47.12	64.08	100.02	71.06	78.18	76.35	43.12
ENSMUSG00000020534.14	Shmt1	chr11:60777523-60811718	5.70	2.75	7.11	3.52	0.00	0.30	0.83	3.01	5.01	6.31	10.13	5.78	7.38	8.11	0.00	5.10	32.25	1.66	9.54	2.74
ENSMUSG00000020536.12	Llgl1	chr11:60699722-60727263	59.55	40.72	56.64	56.02	41.16	20.02	63.13	27.63	64.26	74.77	52.39	50.63	51.28	43.76	33.22	64.13	41.34	10.29	18.29	36.97
ENSMUSG00000020537.9	Drg2	chr11:60454590-60468754	32.63	17.42	13.74	28.13	78.52	48.98	21.59	30.14	8.99	8.16	8.80	6.09	7.09	7.50	13.89	11.40	38.16	11.12	18.09	9.36
ENSMUSG00000020538.15	Srebf1	chr11:60105012-60222581	35.76	15.77	29.49	18.75	24.89	20.02	5.94	5.36	23.50	23.36	25.86	24.07	24.73	26.62	7.47	38.09	55.87	7.80	20.19	15.70
ENSMUSG00000020541.12	Tom1l1	chr11:90638172-90688366	18.23	33.58	15.96	4.92	12.47	0.75	11.42	9.88	25.95	23.36	21.06	21.25	21.18	16.83	6.94	30.69	0.00	21.66	16.08	11.72
ENSMUSG00000020542.18	Myocd	chr11:65176560-65269989	0.70	0.24	0.97	0.23	0.00	0.00	0.31	0.00	1.43	0.81	2.40	0.63	1.28	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020544.14	Cox11	chr11:90638172-90688366	0.28	0.08	0.21	0.00	0.00	0.04	0.00	0.00	0.20	0.65	0.27	0.47	0.39	0.31	0.00	0.18	0.00	0.17	0.12	0.28
ENSMUSG00000020545.11	Lrrc72	chr12:36208344-36253398	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.16	0.10	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020546.14	Stxbp4	chr11:90476491-90638084	14.96	4.79	9.74	23.21	6.68	16.18	5.27	35.66	16.75	13.82	24.53	29.69	27.80	21.27	0.26	4.92	29.62	44.40	40.59	14.94
ENSMUSG00000020547.4	Bzw2	chr12:36091845-36156825	38.82	44.48	38.82	34.93	24.14	49.80	35.28	80.54	37.49	38.32	34.00	41.88	38.98	46.20	116.30	68.53	16.87	37.60	32.26	48.13
ENSMUSG00000020548.10	1700086D15Rik	chr11:64979037-65162961	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020549.14	Elac2	chr11:64979037-65162961	3.48	12.16	11.26	3.28	0.05	0.07	12.66	5.53	8.48	4.61	7.87	9.69	9.02	8.41	4.65	8.19	33.00	14.19	19.04	6.81
ENSMUSG00000020553.8	Pctp	chr11:89982664-90002894	53.92	22.36	31.43	47.82	5.44	25.91	20.77	28.30	28.09	29.83	26.00	25.00	25.37	28.15	5.37	11.83	26.34	6.39	11.53	16.36
ENSMUSG00000020561.7	Twistnb	chr12:33429623-33439380	51.06	28.24	42.62	46.65	44.75	61.25	59.10	30.47	44.23	47.85	37.33	28.44	31.71	32.13	22.54	72.75	57.56	38.59	43.48	33.94
ENSMUSG00000020562.6	Efcab10	chr12:33394853-33401269	5.50	18.44	4.83	4.92	20.25	24.19	10.69	30.81	4.90	4.61	4.53	8.60	7.10	9.03	0.66	21.37	3.28	2.82	2.94	16.55
ENSMUSG00000020564.16	Atxn7l1	chr12:33147692-33394760	8.07	6.43	13.54	5.39	2.24	0.45	7.23	4.35	10.73	10.19	6.13	15.32	11.94	13.00	1.05	0.00	0.00	5.31	3.94	5.86
ENSMUSG00000020566.18	Atp6v1c2	chr12:17266544-17329359	0.49	0.71	0.28	0.23	0.00	0.00	1.29	10.21	0.31	1.13	0.00	0.31	0.20	0.15	0.00	0.00	0.00	0.00	0.00	0.95
ENSMUSG00000020570.14	Sypl	chr12:32953890-32979050	150.62	113.83	133.31	140.65	90.34	69.34	93.14	40.19	141.90	129.90	127.45	142.22	136.79	140.30	99.72	82.32	136.12	143.08	141.29	97.20
ENSMUSG00000020571.12	Pdia6	chr12:17266544-17329359	249.48	239.59	195.54	232.07	288.44	337.81	242.03	268.74	157.02	148.17	163.85	214.42	195.82	192.16	293.72	347.72	161.90	140.92	146.33	162.82
ENSMUSG00000020572.7	Nampt	chr12:32820334-32853369	194.59	95.39	105.06	161.98	84.41	76.75	51.51	88.74	72.74	77.92	67.86	66.73	67.15	69.46	31.12	34.79	0.56	44.65	33.29	36.31
ENSMUSG00000020573.16	Pik3cg	chr12:32173472-32208659	0.90	1.41	1.04	0.47	0.00	0.00	0.00	0.00	2.55	2.18	4.67	2.19	3.10	0.46	0.07	0.00	0.00	0.00	0.00	0.66
ENSMUSG00000020576.9	Nbas	chr12:13269126-13583810	10.57	13.81	18.23	17.58	7.13	1.49	33.11	22.77	15.73	11.64	12.93	10.78	11.57	14.23	0.00	12.01	0.28	9.21	6.91	8.98
ENSMUSG00000020577.15	Tspan13	chr12:36014556-36042500	247.04	187.50	192.64	223.39	17.91	129.65	120.11	77.02	214.43	196.51	175.45	124.71	143.37	132.65	74.17	158.04	156.37	93.53	109.73	112.71
ENSMUSG00000020580.9	Rock2	chr12:16894977-16988274	184.57	121.36	139.94	230.43	93.24	90.14	45.31	176.98	165.50	154.39	178.11	169.56	172.71	160.19	16.12	73.15	160.12	104.82	119.07	93.99
ENSMUSG00000020581.11	Agr2	chr12:35992906-36004087	0.00	0.00	0.90	0.23	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.47	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020583.4	Matn3	chr12:8947928-8972028	0.90	0.16	0.48	0.00	0.00	0.00	0.00	0.00	1.23	0.81	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020585.4	Laptm4a	chr12:8921663-8938742	617.58	661.33	591.59	476.32	232.57	438.76	376.91	199.59	911.98	796.29	662.73	683.42	675.81	536.56	533.25	587.28	475.87	404.01	422.53	371.60
ENSMUSG00000020589.16	Fam49a	chr12:12262138-12376359	20.52	10.28	11.81	20.63	10.93	1.49	17.00	6.86	22.07	23.36	16.13	15.78	15.91	11.32	1.77	2.35	0.00	6.22	4.62	8.98
ENSMUSG00000020590.15	Snx13	chr12:35047188-35147469	54.33	42.91	58.16	42.19	38.21	4.40	36.94	19.93	56.09	55.53	43.33	32.51	36.49	40.54	22.15	62.33	66.66	10.71	25.13	26.48
ENSMUSG00000020591.10	Ntsr2	chr12:16653469-16660236	0.35	0.39	2.07	1.64	0.00	0.00	0.10	4.19	1.63	2.99	5.60	2.19	3.44	3.52	0.00	0.00	0.00	0.08	0.06	0.85
ENSMUSG00000020592.14	Sdc1	chr12:8771322-8793715	18.71	27.77	30.94	15.00	26.04	19.09	12.04	21.43	31.77	27.32	25.60	32.98	30.26	35.04	53.27	43.77	14.44	67.81	54.05	48.79
ENSMUSG00000020593.14	Lpin1	chr12:16535668-16589770	207.32	143.80	193.12	212.38	81.16	120.52	133.39	94.44	204.01	224.15	194.78	169.10	178.54	197.21	132.61	93.78	132.00	90.63	101.29	94.46
ENSMUSG00000020594.14	Pum2	chr12:8674133-8752581	215.53	130.46	147.46	129.39	90.69	60.35	74.70	51.40	129.13	129.17	118.25	94.24	103.07	88.59	88.06	54.56	48.56	82.25	73.57	57.20
ENSMUSG00000020598.15	Nrcam	chr12:44328884-44601846	80.49	49.11	105.95	133.61	62.76	19.68	72.89	121.39	93.68	81.48	110.92	130.81	123.50	151.16	62.77	32.25	114.65	82.50	90.78	124.72
ENSMUSG00000020599.13	Rgs9	chr11:109225354-109298129	0.21	0.55	0.55	2.11	0.05	0.00	2.12	0.33	1.74	0.24	0.80	0.16	0.39	0.61	0.00	0.00	0.00	0.25	0.18	0.85
ENSMUSG00000020600.13	Slc7a15	chr12:8528482-8599066	1.11	0.31	0.14	1.41	0.00	0.00	5.01	0.00	1.02	0.73	1.20	0.63	0.84	0.76	0.00	0.00	0.00	0.00	0.00	1.13
ENSMUSG00000020601.7	Trib2	chr12:15791726-15816877	210.80	162.78	250.17	204.64	153.20	94.83	251.33	131.61	205.24	221.89	209.04	211.45	210.56	193.39	265.09	181.42	52.31	222.75	178.83	208.02
ENSMUSG00000020604.13	Arsg	chr11:109425945-109573330	0.63	0.39	1.04	0.00	0.10	0.04	0.00	1.17	1.63	1.29	0.80	1.25	1.08	1.22	0.00	0.00	0.00	5.23	3.88	0.38
ENSMUSG00000020605.8	Hs1bp3	chr12:8313432-8343824	7.17	17.81	14.09	8.44	0.30	4.92	12.66	2.85	10.93	11.07	7.07	10.16	9.02	13.92	5.63	21.73	21.09	3.57	8.09	12.76
ENSMUSG00000020607.6	Fam84a	chr12:14147598-14152038	0.42	0.16	1.24	0.23	0.00	0.00	0.00	0.00	0.72	0.49	0.80	1.25	1.08	0.76	0.00	0.00	0.00	0.00	0.00	0.38
ENSMUSG00000020608.6	Smc6	chr12:11265885-11319785	135.73	103.87	100.77	98.92	31.38	44.84	71.50	91.42	125.86	131.76	127.45	91.58	104.77	82.47	21.49	85.71	64.69	56.02	58.25	64.01
ENSMUSG00000020609.14	Apob	chr12:7977647-8016835	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.18	0.00	0.08	0.00	0.16	0.10	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020610.16	Amz2	chr11:109425945-109573330	20.87	30.83	18.10	15.94	15.96	34.48	14.46	5.86	23.29	23.04	23.86	23.29	23.50	21.42	28.83	28.58	0.19	52.78	39.23	27.80
ENSMUSG00000020611.14	Gna13	chr11:109346838-109401369	49.81	71.08	71.63	33.52	50.38	66.02	47.89	24.28	64.87	75.09	60.26	42.82	49.23	33.81	67.29	43.22	136.78	86.15	99.20	23.54
ENSMUSG00000020612.16	Prkar1a	chr11:109649404-109669656	1185.13	993.80	1216.26	964.60	624.77	948.75	750.73	406.71	1245.33	1474.25	883.24	774.84	814.70	791.91	862.62	916.78	335.53	521.03	473.22	548.32
ENSMUSG00000020614.13	Fam20a	chr11:109669748-109722279	3.13	1.49	6.29	0.47	0.75	0.19	6.56	0.50	7.36	6.14	4.80	5.47	5.22	4.74	8.58	0.00	0.00	1.24	0.92	5.20
ENSMUSG00000020617.13	1700012B07Rik	chr11:109787650-109828046	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020620.14	Abca8b	chr11:109932189-109995845	80.28	40.32	62.99	74.31	1.05	33.96	29.24	25.28	74.78	70.49	65.06	44.85	52.28	48.50	23.98	43.71	0.19	28.63	21.30	31.39
ENSMUSG00000020621.5	Rdh14	chr12:10390779-10395562	21.22	37.73	31.29	28.83	16.11	5.96	19.94	15.91	32.08	25.71	53.86	42.82	46.88	42.99	39.18	44.69	13.59	73.20	57.84	32.72
ENSMUSG00000020622.15	Nt5c1b	chr12:10369972-10390173	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020623.11	Map2k6	chr11:110399121-110525522	0.77	1.73	1.52	0.00	0.00	0.04	0.00	0.00	1.43	1.05	0.80	1.09	0.99	1.38	11.60	0.00	0.00	0.08	0.06	0.28
ENSMUSG00000020627.9	Klhl29	chr12:5077471-5375682	46.47	68.09	26.59	23.44	10.58	10.03	21.03	30.47	32.08	38.15	30.66	14.22	20.27	20.20	35.25	43.77	66.37	26.39	36.70	15.70
ENSMUSG00000020628.15	Trappc12	chr12:28690628-28750453	15.24	24.40	18.65	9.85	20.35	11.30	6.97	7.03	20.53	20.45	23.20	29.07	26.91	17.59	13.96	4.22	62.81	24.98	34.73	18.34
ENSMUSG00000020629.12	Adi1	chr12:28675230-28682175	2.85	1.96	5.53	1.88	0.00	0.11	1.96	2.85	6.54	3.31	3.87	6.25	5.37	3.67	0.00	0.00	3.19	0.33	1.07	0.38
ENSMUSG00000020630.8	Rnaseh1	chr12:28649601-28659591	12.94	5.96	6.56	1.41	1.65	0.41	0.00	0.17	4.80	5.25	11.33	4.69	7.13	4.44	0.00	3.73	6.56	3.57	4.34	1.42
ENSMUSG00000020633.13	Dcdc2c	chr12:28437794-28552303	0.00	0.16	0.00	0.00	0.00	0.00	0.00	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.79	5.16	0.00	1.33	0.00
ENSMUSG00000020634.12	Ubxn2a	chr12:4879031-4907705	45.22	27.69	47.52	31.65	22.00	39.14	44.07	33.82	51.28	40.98	43.46	37.19	39.50	34.58	26.27	45.88	38.34	36.85	37.23	39.62
ENSMUSG00000020635.7	Fkbp1b	chr12:4833174-4841595	182.34	316.31	267.92	146.04	119.78	170.32	188.25	111.68	292.99	238.54	333.43	447.43	405.52	434.97	404.58	220.37	451.87	948.70	820.66	635.68
ENSMUSG00000020636.14	Allc	chr12:28553754-28582523	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95
ENSMUSG00000020638.7	Cmpk2	chr12:26469203-26479835	25.32	16.08	42.06	19.69	23.10	6.49	37.56	20.93	32.49	31.61	43.86	26.88	33.12	29.53	14.09	37.84	0.00	11.20	8.32	20.90
ENSMUSG00000020639.13	Pfn4	chr12:4769294-4778266	1.67	2.43	1.73	1.64	0.00	7.05	4.75	13.73	2.15	2.91	0.93	0.31	0.54	1.68	0.00	8.25	0.00	1.08	0.80	1.70
ENSMUSG00000020640.9	Itsn2	chr12:4593007-4738383	47.73	67.62	49.04	60.95	47.24	64.71	68.97	92.59	66.71	59.01	59.59	48.76	52.74	58.90	42.46	45.82	46.50	44.24	44.82	45.48
ENSMUSG00000020641.15	Rsad2	chr12:26442752-26456452	38.54	25.34	22.93	41.26	7.98	10.33	14.31	12.06	41.78	45.67	39.06	40.16	39.76	33.66	16.18	9.78	0.28	3.73	2.84	11.35
